Mussel,Finfish,Kelp ,Halibut ,Viewshed_max,Benthic ,Disease 
7.85E+07,0,4.64E+06,0,53.86,0,0
7.56E+07,0,9.27E+06,0,0.79621,0,0
7.39E+07,0,9.24E+06,0,0.92891,0,0
7.29E+07,0,9.19E+06,0,0.90971,0,0
7.19E+07,0,9.12E+06,257.62,0.77701,0,0
7.09E+07,0,9.03E+06,285.94,1.2886,0,0
7.06E+07,0,9.03E+06,99.204,1.4213,0,0
7.06E+07,0,9.02E+06,0,1.0424,0,0
7.13E+07,0,8.79E+06,0,1.0424,0,0
7.31E+07,0,8.64E+06,0,0.84674,0,0
7.53E+07,0,8.51E+06,705.66,0.85619,0,0
7.75E+07,0,8.50E+06,747.65,8.8145,0,0
7.83E+07,0,8.49E+06,691.5,12.098,0,0
7.88E+07,0,8.28E+06,597.67,13.564,0,0
7.92E+07,0,8.07E+06,509.69,14.518,0,0
7.92E+07,0,7.83E+06,509.27,14.897,0,0
7.93E+07,0,7.81E+06,518.94,17.002,0,0
7.93E+07,0,7.34E+06,514.59,18.651,0,0
7.93E+07,0,7.28E+06,508.79,19.921,0,0
7.90E+07,0,7.36E+06,503.69,22.001,0,0
7.86E+07,0,3.18E+06,502.51,22.015,0,0
7.75E+07,0,2.75E+06,495.79,22.551,0,0
7.60E+07,0,2.75E+06,497.78,22.632,0,0
7.50E+07,0,2.95E+06,501.26,23.718,0,0
7.47E+07,0,3.38E+06,509.62,22.372,0,0
7.43E+07,0,4.29E+06,510.87,19.603,0,0
7.47E+07,0,5.07E+06,508.78,19.42,0,0
7.55E+07,0,4.60E+06,510.85,23.358,0,0
7.63E+07,0,4.11E+06,516.37,26.904,0,0
7.67E+07,0,3.85E+06,518.88,29.454,0,0
7.75E+07,0,3.79E+06,518.51,31.129,0,0
7.75E+07,0,3.70E+06,514.19,29.663,0,0
7.75E+07,0,3.59E+06,500.59,29.688,0,0
7.76E+07,0,4.52E+06,473.5,2.17E+05,0,0
7.76E+07,0,5.07E+06,412.47,2.17E+05,0,0
7.84E+07,0,5.18E+06,306.84,2.17E+05,0,0
7.84E+07,0,5.06E+06,100.03,25.988,0,0
7.84E+07,0,5.88E+06,0,32.509,0,0
7.85E+07,0,5.28E+06,0,22.79,0,0
7.12E+07,0,9.25E+06,0,1.4213,0,0
7.06E+07,0,9.20E+06,0,1.554,0,0
7.03E+07,0,9.13E+06,0,1.6867,0,0
7.03E+07,0,9.03E+06,0,1.9521,0,0
7.07E+07,0,8.90E+06,0,1.5732,0,0
7.24E+07,0,8.77E+06,0,1.3365,0,0
7.52E+07,0,8.61E+06,0,5.2221,0,0
7.75E+07,0,8.60E+06,0,10.19,0,0
7.87E+07,0,8.41E+06,218.03,11.484,0,0
7.88E+07,0,8.26E+06,627.65,13.564,0,0
7.88E+07,0,8.07E+06,640.71,14.847,0,0
7.88E+07,0,8.23E+06,604.01,16.35,0,0
7.89E+07,0,7.83E+06,580.25,18.651,0,0
7.93E+07,0,7.60E+06,567.74,24.366,0,0
7.89E+07,0,7.57E+06,558.15,26.293,0,0
7.90E+07,0,7.05E+06,546.05,26.922,0,0
7.82E+07,0,3.39E+06,528.92,26.216,0,0
7.71E+07,0,3.16E+06,505.06,24.451,0,0
7.57E+07,0,2.75E+06,474.46,23.26,0,0
7.43E+07,0,2.75E+06,459.76,22.92,0,0
7.39E+07,0,2.95E+06,453.06,23.718,0,0
7.36E+07,0,2.96E+06,429.59,22.417,0,0
7.44E+07,0,4.80E+06,409.46,22.508,0,0
7.48E+07,0,5.00E+06,384.99,25.897,0,0
7.59E+07,0,5.67E+06,355.27,1.80E+05,0,0
7.63E+07,0,6.01E+06,293.86,1.80E+05,0,0
7.67E+07,0,5.74E+06,311.21,1.80E+05,0,0
7.71E+07,0,5.50E+06,305.39,1.80E+05,0,0
7.71E+07,0,5.52E+06,285.59,2.17E+05,0,0
7.79E+07,0,5.88E+06,218.25,2.17E+05,0,0
7.79E+07,0,5.94E+06,86.952,2.17E+05,0,0
7.80E+07,0,5.25E+06,0,2.17E+05,0,0
7.80E+07,0,5.22E+06,0,2.17E+05,0,0
7.03E+07,0,9.18E+06,0,2.0848,0,0
7.06E+07,0,8.86E+06,0,2.1764,0,0
7.24E+07,0,8.72E+06,0,1.6238,0,0
7.89E+07,0,4.86E+06,344.13,38.127,0,0
7.86E+07,0,6.69E+06,362.93,36.393,0,0
7.82E+07,0,7.64E+06,286.43,29.202,0,0
7.71E+07,0,7.61E+06,180.19,28.495,0,0
7.60E+07,0,7.85E+06,1.0073,25.603,0,0
7.46E+07,0,7.65E+06,0,25.237,0,0
7.43E+07,0,7.77E+06,0,25.553,0,0
7.43E+07,0,7.37E+06,0,23.605,0,0
7.43E+07,0,7.87E+06,0,23.058,0,0
7.51E+07,0,7.49E+06,0,1.80E+05,0,0
7.58E+07,0,6.89E+06,0,1.80E+05,0,0
7.62E+07,0,6.55E+06,0,1.80E+05,0,0
7.67E+07,0,6.47E+06,0,1.80E+05,0,0
7.71E+07,0,5.82E+06,0,3.98E+05,0,0
7.71E+07,0,5.42E+06,0,3.98E+05,0,0
7.71E+07,0,8.67E+06,0,24.506,0,0
7.60E+07,0,8.58E+06,0,20.241,0,0
7.49E+07,0,8.36E+06,0,19.314,0,0
7.06E+07,0,6.00E+06,392.18,0,0,0
7.12E+07,0,4.84E+06,272.24,0,0,0
7.12E+07,0,4.54E+06,173.46,0,0,0
