TARGET_FID,POINT_X,POINT_Y,class_new,h,m,s,u,MIN_depth,MAX_depth,RANGE_depth,MEAN_depth,STD_depth,DIST_NEW,BLOCK10_ID,OVER_LAND,dist_notes,depth_notes,MPA,PLATFORM,NAVIGATION,ANCHORAGE,MILITARY,OTHER,Status,Descriptio,trawlable,rec_fish,outfall,halibut,class_old,mussel.upfront.cost,mussel.yield ,mussel.annual.operating.costs,mussel.annual.profit,mussel.10.year.NPV ,kelp.yield,kelp.annual.operating.cost,kelp.upfront.cost ,kelp.10.year.NPV ,fish.yield,fish.annual.operating.costs,fish.price,fish.annual.revenue,halibut.10.year.NPV ,res_views_8k,res_views_3k,park_view_3k,park_views_8k,TOC.flux ,disease.risk 
67486,-119.6415875,34.03044784,undev,,,,0.999999717,-81.69999695,-60.90000153,20.79999542,-74.12954515,5.784786069,43562.19338,685,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67487,-119.6307592,34.03041324,undev,,,,1.000000454,-80,-22.79999924,57.20000076,-64.64444433,16.0491769,42899.07061,685,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67488,-119.6199308,34.03037762,undev,0.00137625,,0.0150796,0.983544115,-72.30000305,-8.399999619,63.90000343,-33.96363638,20.25364301,42105.5585,685,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67489,-119.6091024,34.03034096,undev,0.177023056,,0.063823702,0.75915349,-25.89999962,-2.400000095,23.49999952,-9.49870126,4.734770359,41689.35043,685,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4067948,0,0,0,0,0,
67497,-119.5224759,34.03001066,undev,0.03780736,,0.384222534,0.577969843,-30.20000076,0,30.20000076,-14.30329666,10.08252164,32871.4194,685,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67498,-119.5116476,34.02996474,undev,0.089341055,,0.885955086,0.0247043,-66.5,-15.39999962,51.10000038,-49.29166651,10.99640402,31896.50781,685,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67499,-119.5008193,34.02991779,undev,0.007,,0.993,,-67,-54,13,-59.49166691,3.647312113,30896.50781,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,180.921632,0,0,0,0,0,
67500,-119.4899911,34.02986981,undev,0,,1,,-67.80000305,-56.79999924,11.00000381,-61.89444439,2.172485301,29896.50781,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,245.5602972,0,0,0,0,0,
67501,-119.4791629,34.0298208,undev,0.018,,0.982,,-79.30000305,-60.29999924,19.00000381,-63.57045442,4.444945031,28896.50781,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,288.6335281,0,0,0,0,0,
67502,-119.4683347,34.02977076,undev,0.002,,0.998,,-81.69999695,-60.79999924,20.89999771,-71.83958364,7.268780588,27896.50781,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,288.2214905,0,0,0,0,0,
67503,-119.4575065,34.02971969,undev,0.004,,0.996,,-82.19999695,-71.90000153,10.29999542,-78.21818178,2.753202279,26896.50781,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,160.5071128,0,0,0,0,0,
67504,-119.4466783,34.02966759,undev,,,1,,-82.80000305,-74.09999847,8.700004578,-79.43958325,2.161699964,25896.50781,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,119.1777414,0,0,0,0,0,
67505,-119.4358501,34.02961446,undev,0,,1,,-83.59999847,-76.69999695,6.900001526,-81.42348474,1.960089126,24896.50781,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67506,-119.4250219,34.0295603,undev,0,,1,,-83.30000305,-78.19999695,5.100006104,-81.52638854,1.220370107,23896.50781,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67507,-119.4141938,34.02950511,undev,0,,1,,-81.90000153,-79.59999847,2.300003052,-81.40486055,0.461929249,22896.50781,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67508,-119.4033657,34.0294489,undev,,,1,,-82.69999695,-81.09999847,1.599998474,-81.75151536,0.317300223,21896.50781,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67509,-119.3925376,34.02939165,undev,,,1,,-83.19999695,-82,1.199996948,-82.87708304,0.227216711,20896.8007,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67510,-119.3817095,34.02933337,undev,0.008,,0.992,,-83,-77.69999695,5.300003052,-81.98333382,1.133389135,20044.12469,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67511,-119.3708814,34.02927407,undev,0.033,,0.967,,-82.40000153,-72.09999847,10.30000305,-79.23055585,2.426511387,19570.15625,684,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67512,-119.3600533,34.02921373,undev,0.002,,0.998,,-80.40000153,-69.59999847,10.80000305,-77.51818154,2.613566677,19155.9375,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,167.1261978,0,0,0,0,0,
67513,-119.3492253,34.02915237,undev,0.002,,0.998,,-82.19999695,-66.80000305,15.3999939,-78.43958341,2.575639654,18741.71875,684,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,128.8604993,0,0,0,0,0,
67514,-119.3383973,34.02908997,undev,,,0.939852014,0.060148001,-84,-65.90000153,18.09999847,-74.88409094,5.508503326,18327.5,683,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,216.1658553,0,0,0,0,0,
67515,-119.3275692,34.02902655,undev,,,0.075265201,0.924734525,-94,-76.69999695,17.30000305,-83.50416682,3.906616352,17913.28125,683,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67545,-119.0027383,34.02664507,All,0.015,,0.985,,-92.40000153,-74.19999695,18.20000458,-79.0861107,3.693906611,26875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3774431.818,2495971.172,9959653.828,72964506.85,164577,1581206.555,2978250,-11375447.97,1689108.998,13753558.72,8,-240686.7355,176.4245902,86.66771024,0,0,0,0.504591698,
67546,-118.991911,34.02654973,All,,,1.000000015,,-84.59999847,-58.29999924,26.29999924,-73.07424236,9.737358621,27875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,All,3941300,3760188.679,2497603.678,9911018.964,72588961.31,170058,1606434.876,2978250,-11443285.9,1679477.88,13794037.42,8,-358214.3774,396.4649735,104.0225821,0,0,0,0.517408869,
67547,-118.9810837,34.02645336,undev,0.066930645,,0.933069378,,-84,-54.90000153,29.09999847,-63.7180557,7.277416147,28875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,536.7774097,0,0,0,0,0,
67548,-118.9702564,34.02635596,All,0.011,,0.989,,-69.19999695,-54.09999847,15.09999847,-61.91136372,3.765123912,29875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3718097.015,2498020.139,9771700.01,71513177.28,170310,1582697.201,2978250,-11254152.23,1662377.721,13874994.82,8,-575973.051,552.812178,122.2037116,37.28319943,0,37.28319943,0.539321728,
67549,-118.9594292,34.02625753,All,,,1.000000007,,-67.80000305,-53.59999847,14.20000458,-60.27638907,3.558069799,30875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,All,3941300,3704275.093,2499740.835,9724366.971,71147684.11,170436,1583126.826,2978250,-11254550.87,1693210.164,13915473.52,8,-369792.2091,550.1172633,124.3905604,47.82505101,0,47.82505101,0.461924148,
67550,-118.9486019,34.02615808,All,0.002,,0.998,,-63.90000153,-45.20000076,18.70000076,-57.69305552,4.209259859,31875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3676937.269,2498631.716,9635261.273,70459633.52,167349,1583426.915,2978250,-11328379.06,1644396.477,13955952.22,8,-800780.4019,529.4840921,133.9642642,38.20490217,476706,476744.2049,0.546250994,
67551,-118.9377747,34.02605759,All,,,1.000000512,,-62.70000076,-34.09999847,28.60000229,-53.36212121,6.328788616,32875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,All,3941300,3663419.118,2500416.012,9588867.076,70101389.83,171990,1584039.664,2978250,-11225600.83,1633941.865,13996430.92,8,-924896.0006,456.0230672,142.2234656,27.87117946,476706,476733.8712,0.549237299,
67552,-118.9269476,34.02595607,All,,,1.000000132,,-61.5,-34.20000076,27.29999924,-44.70972247,6.69162325,33875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,All,3941300,3636678.832,2454295.603,9546744.543,69776130.79,173943,1666983.472,2978250,-11820829.29,1627970.723,13915284.72,8,-891518.9344,166.8309696,142.9689079,24.07275355,476706,476730.0728,0.55716394,
67553,-118.9161204,34.02585353,All,0.033,,0.967,,-45.20000076,-31.89999962,13.30000114,-37.55984848,4.266409399,34875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3610326.087,2453392.729,9460683.358,69111589.14,177324,1576124.714,2978250,-11040920.49,1622914.575,13955763.42,8,-972446.8163,0,197.3779197,31.56784737,476706,476737.5678,0.563718286,
67554,-118.9052933,34.02574995,All,0.018,,0.982,,-41.5,-19.5,22,-35.79930572,3.519597976,35875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3584352.518,2452569.243,9375794.066,68456096.53,176169,1576506.462,2978250,-11070624.05,1617217.932,13996242.12,8,-1058498.665,0,230.0269076,46.80725718,165996,166042.8073,0.565059091,
67555,-118.8944662,34.02564534,All,0.001,,0.999,,-43,-20,23,-36.0431819,7.020383702,36875.79688,681,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3558750,2451823.444,9292051.556,67809459.07,173943,1576843.459,2978250,-11124792,1612253.283,14036720.82,8,-1138694.551,0,271.4455532,59.84016907,165996,166055.8402,0.562581759,
67556,-118.8836391,34.02553971,undev,,,1,,-44.70000076,-9.199999809,35.50000095,-33.75972221,10.19659063,37875.79688,681,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67557,-118.8728121,34.02543305,undev,,,1,,-46.40000153,-8.399999619,38.00000191,-29.74393953,12.97362869,38875.79688,681,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67558,-118.8619851,34.02532535,undev,,,1,,-47.20000076,-6.699999809,40.50000095,-21.94236111,12.77719641,39597.87889,681,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67559,-118.8511581,34.02521663,undev,,,0.973,0.027,-24.39999962,-1.5,22.89999962,-12.65681818,6.174056093,38848.45313,681,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67560,-118.8403312,34.02510688,undev,,,0.479645997,0.520353265,-19.60000038,-0.5,19.10000038,-6.046391761,4.44939621,37892.87496,681,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67561,-118.8295043,34.02499609,undev,,,0.00409569,0.995904021,-3.299999952,-0.300000012,2.99999994,-1.412499987,0.950575465,37042.52865,680,,,,Y,,,,,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67565,-118.7861969,34.02454267,undev,0.0432163,,,0.956783841,-0.699999988,0,0.699999988,-0.122222222,0.209644021,32311.65029,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67566,-118.7753702,34.02442674,undev,0.278834877,,0.008680633,0.712484068,-4.5,0,4.5,-1.951282048,1.270548403,31664.43281,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67567,-118.7645435,34.02430978,undev,0.296294393,,0.224472466,0.479233045,-7.199999809,-0.899999976,6.299999833,-3.801538433,1.614024326,30693.05877,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,59.15144245,0,0,0,0,0,
67568,-118.7537168,34.0241918,undev,0.378119564,,0.448390696,0.173490851,-23.10000038,0,23.10000038,-9.459090909,8.095647459,29768.06484,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67569,-118.7428901,34.02407278,undev,0.033,,0.967,,-24.5,-1.700000048,22.79999995,-15.95972219,6.816160516,28848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67570,-118.7320635,34.02395273,undev,,,1,,-23.60000038,-5.099999905,18.50000048,-17.69242425,4.199668472,27848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67571,-118.7212369,34.02383166,undev,,,0.974,0.026,-23.60000038,-3.599999905,20.00000048,-16.83680559,5.39121905,26848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67572,-118.7104103,34.02370955,undev,0.054244711,,0.827974497,0.117780998,-23.5,-3.099999905,20.4000001,-14.79848483,6.678459067,25848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67573,-118.6995838,34.02358642,undev,0.083559052,,0.706674858,0.209766101,-21.10000038,-3.799999952,17.30000043,-12.45208323,6.039050758,24848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67574,-118.6887573,34.02346225,undev,0.011079,,0.828619422,0.160301535,-30.60000038,-4,26.60000038,-13.05833332,6.436226126,23848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67575,-118.6779309,34.02333706,undev,0.00639235,,0.865027915,0.128579402,-28.10000038,-5,23.10000038,-18.89236112,6.849027495,22848.44531,680,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67576,-118.6671044,34.02321083,NoFish,,,1,,-33.20000076,-13.10000038,20.10000038,-21.49015158,5.300684149,21848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3256372.549,2319169.929,8426859.483,61128675.21,156765,1592025.117,2978250,-11639952.62,0,0,0,0,0,409.9444511,161.1251532,98691,98852.12515,0,
67577,-118.656278,34.02308358,NoFish,,,1,,-36.79999924,-15.39999962,21.39999962,-23.96319444,5.820613908,20848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3214354.839,2305758.127,8301612.841,60161553.84,148176,1591269.735,2978250,-11833085.71,0,0,0,0,0,390.3897697,122.5030422,98691,98813.50304,0,
67578,-118.6454517,34.0229553,NoFish,,,1,,-36.09999847,-17.29999924,18.79999924,-27.28541676,5.242242651,19848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,3224757.282,2303321.497,8338377.532,60445441.04,164934,1591335.687,2978250,-11445392.47,0,0,0,0,0,410.6151755,140.065222,0,140.065222,0,
67579,-118.6346254,34.02282599,NoFish,,,1.000000371,,-35,-22.79999924,12.20000076,-29.52045448,3.0334183,18848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,NoFish,3941300,3193750,2292214.941,8247160.059,59741083.89,183834,1657405.362,2978250,-11517742.62,0,0,0,0,0,449.881713,152.4991796,0,152.4991796,0,
67580,-118.6237991,34.02269565,NoFish,,,1.000001013,,-36.09999847,-24.20000076,11.89999771,-29.19583331,2.846461562,17848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,NoFish,3941300,3028723.404,2253048.852,7741738.382,55838351.68,173775,1656429.906,2978250,-11743229.2,0,0,0,0,0,493.4405018,140.5327621,0,140.5327621,0,
67581,-118.6129728,34.02256428,NoFish,,,0.999999864,,-33.29999924,-21.70000076,11.59999847,-27.43939398,2.811738259,16848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,NoFish,3941300,2956824.926,2233380.933,7524141.322,54158124.86,193494,1656374.054,2978250,-11286003.25,0,0,0,0,0,615.5102175,131.6080784,0,131.6080784,0,
67582,-118.6021466,34.02243188,NoFish,,,0.978,0.022,-29.39999962,-16.39999962,13,-25.39236106,2.721342523,15848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,3941300,2913596.491,2219715.643,7395152.778,53162109.51,168294,1589517.377,2978250,-11353516.88,0,0,0,0,0,658.8806641,115.2794204,0,115.2794204,0,
67583,-118.5913204,34.02229845,undev,,,0.921408044,0.07859188,-27,-14.89999962,12.10000038,-23.19166666,3.720907909,14848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67584,-118.5804943,34.02216399,undev,,,0.887791411,0.11220795,-27.20000076,-13.10000038,14.10000038,-19.6756944,3.787098731,13848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67585,-118.5696682,34.02202851,undev,,,0.847010198,0.152990066,-21.10000038,-11.60000038,9.5,-16.58636365,2.684009114,12848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67586,-118.5588421,34.02189199,undev,,,0.894524544,0.105475385,-19.5,-10.39999962,9.100000381,-14.65833334,2.731058503,11848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67587,-118.5480161,34.02175444,undev,,,0.952,0.048,-17.70000076,-10.10000038,7.600000381,-11.99015151,1.894204119,10848.44531,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67588,-118.5371901,34.02161587,undev,,,1,,-12.60000038,-9.899999619,2.700000763,-10.50000007,0.563840943,9857.232031,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67589,-118.5263642,34.02147626,undev,,,0.959,0.041,-10.5,-1.899999976,8.600000024,-9.28863634,1.280308198,9128.155957,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67590,-118.5155383,34.02133563,undev,0.083623096,,0.440793991,0.475582206,-9.5,-0.100000001,9.399999999,-6.292380875,2.934967947,8670.550438,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,396.2672598,0,0,0,0,0,
67591,-118.5047124,34.02119397,undev,0.062750198,,0.0015426,0.935707007,-7.800000191,-0.100000001,7.700000189,-2.771428573,2.65126077,8107.298319,679,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67794,-120.4970933,34.03894206,undev,,,,0.999999993,-90.90000153,-77.5,13.40000153,-85.09166683,2.807377943,91656.14453,690,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67795,-120.4862638,34.03898882,undev,,,,1,-78.40000153,-68.40000153,10,-73.6484853,2.140641288,90656.14453,690,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67796,-120.4754343,34.03903454,undev,,,,0.999999173,-69.30000305,-26.10000038,43.20000267,-55.31900846,15.40509391,89656.14453,690,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67797,-120.4646047,34.03907923,undev,0.609575987,,,0.390424051,-28.10000038,-14.19999981,13.90000057,-17.94242417,3.578748679,88656.14453,690,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67798,-120.4537752,34.03912289,undev,0.893447012,,,0.106553428,-18,-2.799999952,15.20000005,-13.4178571,3.592507432,87714.56901,690,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67799,-120.4429457,34.03916552,undev,0.654927015,,,0.345072477,-15.60000038,-3.5,12.10000038,-9.568750001,5.43158808,86571.55994,690,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67810,-120.32382,34.03956651,undev,0.061106483,,0.056277874,0.882615983,-8.899999619,-8.899999619,0,-8.899999619,0,75027.06836,689,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67811,-120.3129904,34.03959678,undev,0.172843849,,0.631870285,0.195285159,-36.59999847,-3.599999905,32.99999857,-26.98717945,9.806360556,74463.94595,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67812,-120.3021607,34.03962603,undev,0.025,,0.966,0.009,-39.70000076,-29,10.70000076,-35.3318181,2.227592768,73656.14453,689,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67813,-120.291331,34.03965425,undev,0.016,,0.984,,-39.5,-35,4.5,-36.70413227,0.903839263,72656.14453,689,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67814,-120.2805013,34.03968143,undev,0.053,,0.946,0,-41,-34.59999847,6.400001526,-37.21439376,1.617898512,71656.14453,689,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67815,-120.2696716,34.03970759,undev,0.036421676,,0.332339857,0.631239752,-44,-31.5,12.5,-34.81074399,2.785048772,70656.14453,689,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67816,-120.2588419,34.03973271,undev,,,,1.000000015,-37.29999924,-25.5,11.79999924,-31.43333351,3.022282558,69656.14453,689,,,,,,,,Y,,Closed,state outside CHTG,N,no, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67817,-120.2480122,34.03975681,undev,,,,1,-34.20000076,-24.5,9.700000763,-27.75702483,2.428747473,68656.14453,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67818,-120.2371825,34.03977988,undev,0.037398039,,,0.962602434,-26.20000076,-21.39999962,4.800001144,-23.32348484,1.249536969,67656.14453,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67819,-120.2263528,34.03980191,undev,0.494215012,,,0.505784878,-21.70000076,-19.5,2.200000763,-20.47024784,0.635277668,66656.14453,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67820,-120.2155231,34.03982292,undev,0.072563097,,,0.927436466,-24.29999924,-19.5,4.799999237,-20.77878783,1.21705246,65656.14602,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67821,-120.2046933,34.0398429,undev,,,,1,-24.5,-20.79999924,3.700000763,-22.61322293,0.841284234,64656.14844,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67822,-120.1938636,34.03986185,undev,,,,0.999999985,-24.39999962,-21,3.399999619,-22.33484851,0.834300847,63656.14844,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67823,-120.1830339,34.03987977,undev,,,,1,-24.10000038,-20.10000038,4,-21.62803037,0.963289366,62656.14844,689,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67824,-120.1722041,34.03989665,undev,,,,0.999999985,-23,-19.20000076,3.799999237,-20.52314044,1.012219581,61656.14844,688,,,,,,,,,,Closed,state outside CHTG,N,yes, ,N,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67825,-120.1613744,34.03991251,undev,0.000806736,,0.006073451,0.993120044,-25.39999962,-17.39999962,8,-20.00075754,1.966017966,60656.14844,688,,,,,,,,,,Closed,state outside CHTG,N,yes, ,Y,undev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
